"id","data_id","treat","age","educ","black","hisp","marr","nodegree","agesq","agecube","educsq","u74","u75","re74","re75","re78"
5900,"CPS1",0,28,16,0,0,1,0,784,21952,256,0,0,19198.859375,6480.9677734375,23175.189453125
5901,"CPS1",0,28,8,0,0,1,1,784,21952,64,0,0,11882.9501953125,9757.2578125,11201.169921875
5902,"CPS1",0,39,6,0,1,1,1,1521,59319,36,0,0,13279.91015625,8441.37109375,25048.939453125
5903,"CPS1",0,19,12,0,1,0,0,361,6859,144,0,0,5640.72900390625,11252.1796875,12899.080078125
5904,"CPS1",0,32,14,0,0,1,0,1024,32768,196,0,0,23595.44921875,25243.55078125,24809.55078125
5905,"CPS1",0,21,12,0,0,1,0,441,9261,144,0,0,13681.5595703125,5524.93505859375,17879.009765625
5906,"CPS1",0,24,14,0,1,1,0,576,13824,196,0,0,14547.5595703125,8745.7255859375,22273.76953125
5907,"CPS1",0,44,15,0,0,0,0,1936,85184,225,0,0,10715.23046875,17330.3203125,25564.669921875
5908,"CPS1",0,31,15,0,0,1,0,961,29791,225,0,0,25862.3203125,25243.55078125,25564.669921875
5909,"CPS1",0,36,16,0,0,1,0,1296,46656,256,0,0,25862.3203125,25243.55078125,25564.669921875
5910,"CPS1",0,24,15,0,0,0,0,576,13824,225,1,0,0,4294.98388671875,25564.669921875
5911,"CPS1",0,18,12,0,0,0,0,324,5832,144,0,0,3416.9609375,2766.04809570312,15117.1396484375
5912,"CPS1",0,49,12,0,0,1,0,2401,117649,144,0,0,6226.5498046875,16120.0595703125,0
5913,"CPS1",0,51,12,0,0,1,0,2601,132651,144,0,0,25862.3203125,25243.55078125,25564.669921875
5914,"CPS1",0,18,11,0,0,0,1,324,5832,121,1,1,0,0,4823.2998046875
5915,"CPS1",0,16,8,0,0,0,1,256,4096,64,1,1,0,0,2676.1630859375
5916,"CPS1",0,22,16,0,0,0,0,484,10648,256,0,0,1588.96496582031,1611.2900390625,0
5917,"CPS1",0,41,12,0,0,1,0,1681,68921,144,0,0,18070.3203125,13574.23046875,14403.400390625
5918,"CPS1",0,29,16,0,1,1,0,841,24389,256,0,1,313.482696533203,0,0
5919,"CPS1",0,27,12,0,1,1,0,729,19683,144,0,0,17604.009765625,5222.37109375,25564.669921875
5920,"CPS1",0,32,16,0,0,0,0,1024,32768,256,1,0,0,16818.2890625,25551.369140625
5921,"CPS1",0,51,12,0,0,1,0,2601,132651,144,0,0,25862.3203125,25243.55078125,25564.669921875
5922,"CPS1",0,46,14,0,1,1,0,2116,97336,196,1,1,0,0,0
5923,"CPS1",0,38,12,0,0,1,0,1444,54872,144,0,0,25748.6796875,25243.55078125,25564.669921875
5924,"CPS1",0,38,12,0,1,1,0,1444,54872,144,0,1,131.270904541016,0,25564.669921875
5925,"CPS1",0,17,11,0,0,0,1,289,4913,121,0,0,758.236328125,1774.2099609375,25564.669921875
5926,"CPS1",0,24,12,0,1,1,0,576,13824,144,0,0,10156.83984375,4765.8388671875,777.2841796875
5927,"CPS1",0,55,12,0,1,1,0,3025,166375,144,1,1,0,0,0
5928,"CPS1",0,33,12,0,0,1,0,1089,35937,144,0,0,25862.3203125,25243.55078125,25564.669921875
5929,"CPS1",0,28,13,0,0,0,0,784,21952,169,0,0,12233.66015625,15785.26953125,7119.68701171875
5930,"CPS1",0,31,12,0,0,0,0,961,29791,144,0,0,17218.0390625,723.290283203125,396.030700683594
5931,"CPS1",0,32,12,0,0,0,0,1024,32768,144,1,1,0,0,0
5932,"CPS1",0,29,12,0,0,1,0,841,24389,144,0,0,15464.490234375,17473.55078125,20352.73046875
5933,"CPS1",0,29,16,0,0,1,0,841,24389,256,0,0,23622.880859375,23141.7109375,22502.8203125
5934,"CPS1",0,20,12,0,0,0,0,400,8000,144,0,0,5811.18505859375,14336.900390625,25564.669921875
5935,"CPS1",0,32,9,0,1,0,1,1024,32768,81,0,0,1058.00402832031,11287.98046875,0
5936,"CPS1",0,38,15,0,0,1,0,1444,54872,225,0,0,21990.810546875,22738.890625,8165.9169921875
5937,"CPS1",0,30,9,0,0,0,1,900,27000,81,0,0,22617.779296875,14284.98046875,14688.599609375
5938,"CPS1",0,38,12,0,0,1,0,1444,54872,144,0,1,23.5111999511719,0,0
5939,"CPS1",0,27,12,0,0,0,0,729,19683,144,0,0,10985.6103515625,5460.48388671875,21132.970703125
5940,"CPS1",0,55,12,0,0,1,0,3025,166375,144,0,0,16056.1904296875,15595.5,16235.7802734375
5941,"CPS1",0,20,12,0,0,0,0,400,8000,144,1,1,0,0,5729.14599609375
5942,"CPS1",0,24,13,0,0,1,0,576,13824,169,0,0,9704.248046875,7592.7578125,15006.3095703125
5943,"CPS1",0,28,12,0,0,1,0,784,21952,144,0,0,25862.3203125,25243.55078125,25564.669921875
5944,"CPS1",0,54,8,0,1,1,1,2916,157464,64,0,0,12319.8701171875,17699.130859375,20292.140625
5945,"CPS1",0,40,3,0,1,1,1,1600,64000,9,0,0,7576.48486328125,7426.2578125,12104.0595703125
5946,"CPS1",0,47,8,0,1,1,1,2209,103823,64,0,0,15129.4599609375,15420.0498046875,0
5947,"CPS1",0,29,15,0,0,1,0,841,24389,225,0,0,21326.619140625,22259.080078125,20779.7890625
5948,"CPS1",0,28,16,0,0,1,0,784,21952,256,0,0,2306.05688476562,9572.85546875,24382.490234375
5949,"CPS1",0,25,14,0,0,0,0,625,15625,196,0,0,7088.626953125,16483.5,6500.51904296875
5950,"CPS1",0,26,12,0,0,0,0,676,17576,144,0,0,6197.1611328125,6047.7099609375,0
5951,"CPS1",0,24,15,0,0,0,0,576,13824,225,0,0,12746.990234375,3743.56494140625,0
5952,"CPS1",0,19,13,0,0,0,0,361,6859,169,0,0,687.702575683594,2875.25805664062,799.450073242188
5953,"CPS1",0,38,12,0,0,1,0,1444,54872,144,0,0,18593.439453125,19501.98046875,6713.31201171875
5954,"CPS1",0,33,14,0,0,1,0,1089,35937,196,0,0,25862.3203125,25243.55078125,25564.669921875
5955,"CPS1",0,43,12,0,0,0,0,1849,79507,144,0,0,20519.400390625,13649.419921875,15548.6396484375
5956,"CPS1",0,22,12,0,0,1,0,484,10648,144,0,0,21305.0703125,19775.900390625,19665.58984375
5957,"CPS1",0,27,6,0,1,1,1,729,19683,36,0,0,18076.19921875,13323.580078125,16721.94921875
5958,"CPS1",0,26,11,0,0,0,1,676,17576,121,1,1,0,0,0
5959,"CPS1",0,27,9,1,0,0,1,729,19683,81,0,0,19859.130859375,20268.240234375,15740.740234375
5960,"CPS1",0,48,11,0,1,1,1,2304,110592,121,0,0,14706.259765625,14691.3896484375,15220.580078125
5961,"CPS1",0,17,11,0,1,0,1,289,4913,121,0,0,670.069213867188,683.903198242188,1563.43505859375
5962,"CPS1",0,29,12,1,0,0,0,841,24389,144,0,0,16783.080078125,17316,25564.669921875
5963,"CPS1",0,26,16,1,0,0,0,676,17576,256,0,1,2164.98999023438,0,22650.58984375
5964,"CPS1",0,39,12,0,1,1,0,1521,59319,144,0,0,25862.3203125,25243.55078125,6428.11083984375
5965,"CPS1",0,23,13,0,1,0,0,529,12167,169,0,1,8473.8291015625,0,12436.5498046875
5966,"CPS1",0,45,12,0,0,1,0,2025,91125,144,0,0,12100.4296875,10745.51953125,12421.76953125
5967,"CPS1",0,33,18,0,0,1,0,1089,35937,324,1,1,0,0,0
5968,"CPS1",0,21,15,0,0,0,0,441,9261,225,0,0,3567.82495117188,8156.7099609375,1569.34594726562
5969,"CPS1",0,22,14,0,0,0,0,484,10648,196,0,0,1943.59301757812,4885.7900390625,15892.9501953125
5970,"CPS1",0,18,11,0,0,0,1,324,5832,121,0,0,6543.951171875,13230.48046875,25564.669921875
5971,"CPS1",0,49,18,0,0,1,0,2401,117649,324,1,1,0,0,0
5972,"CPS1",0,26,12,0,1,1,0,676,17576,144,0,0,14334,12009.48046875,25564.669921875
5973,"CPS1",0,44,14,0,0,1,0,1936,85184,196,0,0,16908.470703125,1315.88696289062,24276.08984375
5974,"CPS1",0,17,9,0,0,0,1,289,4913,81,1,0,0,1079.56494140625,7248.2490234375
5975,"CPS1",0,45,8,0,0,0,1,2025,91125,64,0,0,23381.890625,25243.55078125,25564.669921875
5976,"CPS1",0,48,11,0,0,0,1,2304,110592,121,0,0,25862.3203125,25243.55078125,23661.359375
5977,"CPS1",0,22,16,0,1,0,0,484,10648,256,0,0,17651.029296875,20382.8203125,18715.41015625
5978,"CPS1",0,21,14,0,1,0,0,441,9261,196,0,0,6169.73095703125,9028.5966796875,25564.669921875
5979,"CPS1",0,35,12,0,1,1,0,1225,42875,144,0,0,10774.009765625,21168.76953125,15624
5980,"CPS1",0,23,12,0,0,1,0,529,12167,144,0,1,3838.2041015625,0,5151.35498046875
5981,"CPS1",0,55,16,0,0,1,0,3025,166375,256,1,1,0,0,0
5982,"CPS1",0,44,16,0,0,1,0,1936,85184,256,0,0,21790.970703125,20653.16015625,3382.51611328125
5983,"CPS1",0,44,18,0,1,0,0,1936,85184,324,1,1,0,0,0
5984,"CPS1",0,45,18,0,0,1,0,2025,91125,324,1,0,0,2060.66088867188,25564.669921875
5985,"CPS1",0,25,14,0,0,1,0,625,15625,196,0,0,10033.41015625,9127.0654296875,16896.330078125
5986,"CPS1",0,54,11,0,1,1,1,2916,157464,121,0,0,17582.4609375,24996.48046875,25564.669921875
5987,"CPS1",0,51,12,0,0,1,0,2601,132651,144,0,0,21307.029296875,23811.2890625,6221.22900390625
5988,"CPS1",0,51,16,0,0,1,0,2601,132651,256,0,0,1461.61303710938,5191.93505859375,0
5989,"CPS1",0,31,12,0,0,1,0,961,29791,144,0,0,23317.23046875,22819.44921875,25564.669921875
5990,"CPS1",0,52,12,0,1,1,0,2704,140608,144,1,1,0,0,0
5991,"CPS1",0,48,6,0,1,1,1,2304,110592,36,0,0,21553.890625,19980,2813.59106445312
5992,"CPS1",0,46,10,0,0,1,1,2116,97336,100,0,0,4441.658203125,6566.90283203125,7964.94580078125
5993,"CPS1",0,53,13,0,0,1,0,2809,148877,169,0,0,25862.3203125,25243.55078125,25564.669921875
5994,"CPS1",0,17,10,0,0,0,1,289,4913,100,0,0,4608.19580078125,952.451599121094,8628.4453125
5995,"CPS1",0,19,13,0,0,0,0,361,6859,169,0,1,17.6333999633789,0,14987.099609375
5996,"CPS1",0,46,8,0,0,1,1,2116,97336,64,0,0,20458.66015625,12696.9697265625,0
5997,"CPS1",0,39,13,0,0,1,0,1521,59319,169,0,0,25862.3203125,25243.55078125,25564.669921875
5998,"CPS1",0,50,14,0,0,1,0,2500,125000,196,0,0,16111.0498046875,4731.8232421875,0
5999,"CPS1",0,20,12,0,0,0,0,400,8000,144,0,0,5848.4111328125,2896.74194335938,16891.890625
6000,"CPS1",0,37,18,0,0,1,0,1369,50653,324,0,0,25764.359375,25243.55078125,22412.6796875
6001,"CPS1",0,32,12,0,0,1,0,1024,32768,144,0,0,24091.140625,23562.439453125,25564.669921875
6002,"CPS1",0,29,16,0,0,1,0,841,24389,256,0,0,23426.94921875,17965.890625,25564.669921875
6003,"CPS1",0,23,12,0,1,1,0,529,12167,144,0,0,17080.890625,13842.76953125,25564.669921875
6004,"CPS1",0,35,13,0,0,1,0,1225,42875,169,0,0,9202.67578125,2268.33911132812,19025.73046875
6005,"CPS1",0,17,11,0,1,0,1,289,4913,121,0,0,1508.63500976562,3229.74194335938,8188.0830078125
6006,"CPS1",0,18,12,0,1,0,0,324,5832,144,0,0,3530.59912109375,8967.7255859375,16268.2900390625
6007,"CPS1",0,26,8,0,1,1,1,676,17576,64,0,0,15004.0703125,15778.1103515625,19900.5390625
6008,"CPS1",0,34,16,0,0,0,0,1156,39304,256,1,1,0,0,10658.83984375
6009,"CPS1",0,34,12,0,1,1,0,1156,39304,144,0,0,16894.759765625,20789.23046875,25564.669921875
6010,"CPS1",0,23,13,0,0,1,0,529,12167,169,0,0,17090.6796875,18950.560546875,23420.490234375
6011,"CPS1",0,44,12,0,1,1,0,1936,85184,144,0,0,14239.9501953125,13432.7900390625,5170.56494140625
6012,"CPS1",0,18,12,0,1,0,0,324,5832,144,0,0,5039.23388671875,2701.59692382812,0
6013,"CPS1",0,17,11,0,1,0,1,289,4913,121,0,0,1173.60095214844,7601.7099609375,7115.2529296875
6014,"CPS1",0,21,12,0,0,1,0,441,9261,144,0,0,8916.623046875,9477.9677734375,7489.1181640625
6015,"CPS1",0,29,18,0,0,0,0,841,24389,324,0,0,1632.06896972656,15745.8896484375,25564.669921875
6016,"CPS1",0,30,18,0,0,0,0,900,27000,324,0,0,25862.3203125,25243.55078125,25564.669921875
6017,"CPS1",0,38,10,0,0,0,1,1444,54872,100,0,0,18252.529296875,18767.94921875,0
6018,"CPS1",0,49,10,0,0,1,1,2401,117649,100,0,0,6604.68798828125,7866.6767578125,8666.8662109375
6019,"CPS1",0,51,4,0,0,1,1,2601,132651,16,0,0,14375.1396484375,16419.05078125,0
6020,"CPS1",0,16,9,0,0,0,1,256,4096,81,1,0,0,2323.83911132812,2625.919921875
6021,"CPS1",0,39,12,0,0,1,0,1521,59319,144,0,0,25862.3203125,25243.55078125,5526.69677734375
6022,"CPS1",0,40,15,0,0,1,0,1600,64000,225,0,0,15301.8701171875,14850.73046875,20816.73046875
6023,"CPS1",0,18,11,0,0,0,1,324,5832,121,1,1,0,0,4000.2060546875
6024,"CPS1",0,39,12,0,0,0,0,1521,59319,144,0,0,11551.83984375,12865.259765625,3932.22998046875
6025,"CPS1",0,28,13,0,0,0,0,784,21952,169,0,0,2372.67211914062,1566.53198242188,0
6026,"CPS1",0,28,12,0,0,1,0,784,21952,144,0,0,21130.689453125,19935.240234375,25564.669921875
6027,"CPS1",0,27,10,0,0,1,1,729,19683,100,0,0,23332.91015625,20991.529296875,25564.669921875
6028,"CPS1",0,37,14,0,0,1,0,1369,50653,196,0,0,23317.23046875,23399.51953125,25564.669921875
6029,"CPS1",0,28,12,0,0,0,0,784,21952,144,0,0,22907.75,25243.55078125,25564.669921875
6030,"CPS1",0,43,12,0,0,1,0,1849,79507,144,0,0,21426.5390625,25243.55078125,25564.669921875
6031,"CPS1",0,29,16,0,0,1,0,841,24389,256,0,0,10380.2001953125,11060.6103515625,21078.2890625
6032,"CPS1",0,25,12,0,0,1,0,625,15625,144,0,0,48.9816703796387,4003.16088867188,854.1259765625
6033,"CPS1",0,26,12,0,0,1,0,676,17576,144,0,0,22135.80078125,20005.060546875,25564.669921875
6034,"CPS1",0,26,16,0,0,0,0,676,17576,256,0,0,14430,16861.259765625,2583.06591796875
6035,"CPS1",0,33,16,0,1,1,0,1089,35937,256,0,0,18180.0390625,18426,19572.490234375
6036,"CPS1",0,26,13,0,1,1,0,676,17576,169,0,0,10740.7001953125,10928.1298828125,11350.419921875
6037,"CPS1",0,17,11,0,0,0,1,289,4913,121,1,0,0,2277.2900390625,2318.55297851562
6038,"CPS1",0,35,16,0,1,1,0,1225,42875,256,0,0,19667.119140625,2225.37109375,2265.35498046875
6039,"CPS1",0,29,16,0,0,1,0,841,24389,256,0,0,650.476623535156,476.225799560547,681.231994628906
6040,"CPS1",0,28,12,0,0,1,0,784,21952,144,0,0,15750.5498046875,14182.9404296875,19607.94921875
6041,"CPS1",0,23,16,0,0,1,0,529,12167,256,0,0,17169.05078125,20751.630859375,25555.80078125
6042,"CPS1",0,44,11,0,0,1,1,1936,85184,121,0,0,20705.529296875,9628.35546875,25564.669921875
6043,"CPS1",0,31,16,0,0,1,0,961,29791,256,0,0,25862.3203125,25243.55078125,25564.669921875
6044,"CPS1",0,42,18,0,0,1,0,1764,74088,324,0,1,1173.60095214844,0,0
6045,"CPS1",0,26,18,0,0,0,0,676,17576,324,0,0,16451.9609375,2023.06494140625,1938.77697753906
6046,"CPS1",0,42,4,0,1,1,1,1764,74088,16,0,0,16610.66015625,17136.970703125,15734.830078125
6047,"CPS1",0,45,2,0,1,1,1,2025,91125,4,0,0,15697.650390625,13298.51953125,23755.9296875
6048,"CPS1",0,21,9,0,1,0,1,441,9261,81,0,0,3391.49096679688,19636.259765625,0
6049,"CPS1",0,45,2,0,1,1,1,2025,91125,4,0,0,20527.240234375,20341.650390625,19124.740234375
6050,"CPS1",0,38,12,0,0,1,0,1444,54872,144,0,0,20609.529296875,18793.01953125,15848.6201171875
6051,"CPS1",0,18,12,0,0,0,0,324,5832,144,0,0,5630.93310546875,7496.0810546875,17958.810546875
6052,"CPS1",0,17,11,0,0,0,1,289,4913,121,0,0,2962.41088867188,2205.67700195312,11020.8798828125
6053,"CPS1",0,31,12,0,0,0,0,961,29791,144,0,0,22055.470703125,22255.5,12265.1298828125
6054,"CPS1",0,30,14,0,0,1,0,900,27000,196,1,1,0,0,0
6055,"CPS1",0,38,6,0,1,1,1,1444,54872,36,0,0,18279.9609375,9100.2099609375,14938.33984375
6056,"CPS1",0,21,13,0,1,0,0,441,9261,169,1,0,0,309.725799560547,10355.91015625
6057,"CPS1",0,39,10,0,0,1,1,1521,59319,100,0,0,1941.63305664062,12772.16015625,0
6058,"CPS1",0,25,12,0,0,0,0,625,15625,144,0,0,24353.689453125,25243.55078125,25564.669921875
6059,"CPS1",0,28,12,0,0,0,0,784,21952,144,0,0,8256.349609375,5279.6611328125,21602.880859375
6060,"CPS1",0,40,8,0,0,1,1,1600,64000,64,0,0,21532.33984375,20714.029296875,21752.140625
6061,"CPS1",0,38,9,0,0,1,1,1444,54872,81,0,0,11044.3896484375,10827.8701171875,9800.283203125
6062,"CPS1",0,41,12,0,0,1,0,1681,68921,144,1,1,0,0,0
6063,"CPS1",0,27,12,0,0,0,0,729,19683,144,0,1,11424.48046875,0,10887.8896484375
6064,"CPS1",0,52,12,0,1,1,0,2704,140608,144,0,0,25862.3203125,25243.55078125,21987.08984375
6065,"CPS1",0,45,16,0,0,1,0,2025,91125,256,0,0,25158.94921875,25243.55078125,0
6066,"CPS1",0,50,8,0,1,1,1,2500,125000,64,0,0,22596.220703125,23356.55078125,14660.5302734375
6067,"CPS1",0,17,11,0,1,0,1,289,4913,121,0,0,2601.90600585938,1702.59704589844,23874.150390625
6068,"CPS1",0,17,10,0,0,0,1,289,4913,100,1,1,0,0,2311.1640625
6069,"CPS1",0,54,11,0,0,1,1,2916,157464,121,0,0,7102.341796875,2866.30590820312,19859.169921875
6070,"CPS1",0,18,11,0,0,0,1,324,5832,121,0,0,1677.13195800781,583.645202636719,0
6071,"CPS1",0,43,8,0,0,1,1,1849,79507,64,0,0,14784.6298828125,14250.9697265625,7815.69580078125
6072,"CPS1",0,34,14,0,0,1,0,1156,39304,196,0,0,599.535583496094,694.645202636719,614.734313964844
6073,"CPS1",0,28,12,0,0,1,0,784,21952,144,0,0,25862.3203125,25243.55078125,25564.669921875
6074,"CPS1",0,55,12,0,0,1,0,3025,166375,144,0,0,25862.3203125,25243.55078125,25564.669921875
6075,"CPS1",0,25,12,0,0,1,0,625,15625,144,0,0,25862.3203125,10081.3095703125,19500.080078125
6076,"CPS1",0,28,12,0,0,1,0,784,21952,144,0,0,25862.3203125,25243.55078125,25564.669921875
6077,"CPS1",0,50,15,0,0,1,0,2500,125000,225,0,0,23089.9609375,23191.83984375,9620
6078,"CPS1",0,22,12,0,0,0,0,484,10648,144,0,0,6146.22021484375,11560.1103515625,6903.93896484375
6079,"CPS1",0,35,11,0,0,1,1,1225,42875,121,0,0,23568.01953125,20157.240234375,14545.259765625
6080,"CPS1",0,42,13,0,0,1,0,1764,74088,169,0,0,10295.9501953125,13925.1298828125,13240.4296875
6081,"CPS1",0,45,12,0,0,1,0,2025,91125,144,0,0,25862.3203125,25243.55078125,23492.900390625
6082,"CPS1",0,34,14,0,0,1,0,1156,39304,196,0,0,25862.3203125,25243.55078125,25564.669921875
6083,"CPS1",0,37,12,0,0,1,0,1369,50653,144,0,0,22235.720703125,21863.419921875,21505.349609375
6084,"CPS1",0,36,12,0,0,1,0,1296,46656,144,0,0,25862.3203125,25243.55078125,25564.669921875
6085,"CPS1",0,30,8,0,0,1,1,900,27000,64,1,1,0,0,24044.08984375
6086,"CPS1",0,54,5,0,1,1,1,2916,157464,25,0,0,11959.3603515625,7053.87109375,2682.07397460938
6087,"CPS1",0,18,12,0,1,0,0,324,5832,144,0,0,487.857391357422,3326.4189453125,4932.65087890625
6088,"CPS1",0,37,15,0,0,1,0,1369,50653,225,0,1,15811.2802734375,0,0
6089,"CPS1",0,17,11,0,1,0,1,289,4913,121,0,0,803.299377441406,248.854797363281,5173.52099609375
6090,"CPS1",0,22,15,0,0,0,0,484,10648,225,0,0,2911.46997070312,1337.37097167969,17023.41015625
6091,"CPS1",0,22,14,0,0,0,0,484,10648,196,0,0,352.667999267578,6078.14501953125,2786.99194335938
6092,"CPS1",0,52,12,0,0,1,0,2704,140608,144,1,1,0,0,0
6093,"CPS1",0,46,8,0,0,1,1,2116,97336,64,0,0,22778.439453125,25243.55078125,25564.669921875
6094,"CPS1",0,29,12,0,0,1,0,841,24389,144,0,0,14776.7900390625,14240.23046875,14335.4296875
6095,"CPS1",0,29,13,0,0,1,0,841,24389,169,0,0,21822.310546875,23023.55078125,25564.669921875
6096,"CPS1",0,35,13,0,0,1,0,1225,42875,169,0,0,16508.779296875,15538.2099609375,23668.75
6097,"CPS1",0,41,11,0,0,1,1,1681,68921,121,0,0,4586.64404296875,1289.03198242188,13895.0595703125
6098,"CPS1",0,33,18,0,0,1,0,1089,35937,324,0,0,25862.3203125,20563.650390625,25564.669921875
6099,"CPS1",0,45,12,0,0,1,0,2025,91125,144,0,0,21618.55078125,20998.689453125,16099.830078125
6100,"CPS1",0,19,12,0,0,0,0,361,6859,144,0,0,7903.68212890625,8734.984375,0
6101,"CPS1",0,40,12,0,0,1,0,1600,64000,144,0,0,25862.3203125,25243.55078125,25564.669921875
6102,"CPS1",0,50,9,0,0,1,1,2500,125000,81,0,0,7866.4560546875,9848.5654296875,0
6103,"CPS1",0,37,12,0,0,1,0,1369,50653,144,0,0,25862.3203125,25071.6796875,25564.669921875
6104,"CPS1",0,27,16,0,0,1,0,729,19683,256,0,0,12319.8701171875,11320.2099609375,11471.58984375
6105,"CPS1",0,40,3,0,1,1,1,1600,64000,9,0,0,17098.51953125,19654.16015625,17615.98046875
6106,"CPS1",0,36,16,0,0,1,0,1296,46656,256,0,0,16918.26953125,17538,21353.150390625
6107,"CPS1",0,38,8,0,0,1,1,1444,54872,64,0,0,20830.919921875,16811.130859375,0
6108,"CPS1",0,34,12,0,0,0,0,1156,39304,144,0,0,15444.900390625,13266.2900390625,25564.669921875
6109,"CPS1",0,28,13,0,0,1,0,784,21952,169,0,0,25862.3203125,25243.55078125,25564.669921875
6110,"CPS1",0,41,12,0,1,1,0,1681,68921,144,1,0,0,1682.90295410156,0
6111,"CPS1",0,41,13,0,0,1,0,1681,68921,169,0,0,22629.529296875,17917.55078125,22211.7109375
6112,"CPS1",0,30,15,0,0,1,0,900,27000,225,0,0,22137.759765625,20458.01953125,25564.669921875
6113,"CPS1",0,26,11,0,0,0,1,676,17576,121,0,0,7511.8291015625,11153.7099609375,13668.9697265625
6114,"CPS1",0,47,12,0,0,1,0,2209,103823,144,0,0,12907.650390625,2207.46801757812,0
6115,"CPS1",0,34,15,0,0,1,0,1156,39304,225,0,0,14093.009765625,12670.1103515625,14880.7099609375
6116,"CPS1",0,26,16,0,0,0,0,676,17576,256,0,0,25862.3203125,25243.55078125,25564.669921875
6117,"CPS1",0,46,7,0,0,1,1,2116,97336,49,0,0,25862.3203125,19444.689453125,25564.669921875
6118,"CPS1",0,34,14,0,1,0,0,1156,39304,196,0,0,16822.259765625,18207.580078125,22864.859375
6119,"CPS1",0,18,12,0,0,0,0,324,5832,144,0,0,6489.091796875,8632.9345703125,12672.98046875
6120,"CPS1",0,18,12,0,0,0,0,324,5832,144,0,0,4625.8291015625,11026.599609375,14956.0703125
6121,"CPS1",0,34,6,0,0,0,1,1156,39304,36,0,0,12029.900390625,10917.3896484375,6170.98583984375
6122,"CPS1",0,34,16,0,0,1,0,1156,39304,256,0,0,18785.44921875,4244.85498046875,25564.669921875
6123,"CPS1",0,16,8,0,1,0,1,256,4096,64,1,1,0,0,8666.8662109375
6124,"CPS1",0,26,12,0,1,1,0,676,17576,144,0,0,11700.740234375,11860.8896484375,15427.4697265625
6125,"CPS1",0,43,10,0,0,1,1,1849,79507,100,0,1,4992.2119140625,0,0
6126,"CPS1",0,17,10,0,0,0,1,289,4913,100,0,0,252.745407104492,497.709686279297,16.2549896240234
6127,"CPS1",0,29,16,0,0,1,0,841,24389,256,0,0,10121.5703125,16496.029296875,7388.6328125
6128,"CPS1",0,18,12,0,0,0,0,324,5832,144,0,0,8034.953125,6762.0478515625,16865.2890625
6129,"CPS1",0,49,12,0,0,1,0,2401,117649,144,0,0,22807.8203125,23818.44921875,25564.669921875
6130,"CPS1",0,20,12,0,0,0,0,400,8000,144,0,0,10534.98046875,6946.4521484375,5760.17822265625
6131,"CPS1",0,49,13,0,0,1,0,2401,117649,169,0,0,25862.3203125,25243.55078125,25564.669921875
6132,"CPS1",0,25,10,0,0,1,1,625,15625,100,0,0,4249.64990234375,6264.3388671875,0
6133,"CPS1",0,28,14,0,0,1,0,784,21952,196,0,0,942.407287597656,6430.8388671875,3623.38598632812
6134,"CPS1",0,28,11,0,0,1,1,784,21952,121,0,0,25862.3203125,19528.83984375,25434.630859375
6135,"CPS1",0,30,11,0,0,1,1,900,27000,121,0,0,389.894104003906,23854.259765625,19390.73046875
6136,"CPS1",0,27,12,0,0,1,0,729,19683,144,0,1,1906.36694335938,0,23622.939453125
6137,"CPS1",0,29,18,0,0,1,0,841,24389,324,0,0,19273.310546875,20909.1796875,24397.26953125
6138,"CPS1",0,29,12,0,1,1,0,841,24389,144,0,1,4496.51708984375,0,14202.4296875
6139,"CPS1",0,41,16,0,0,1,0,1681,68921,256,0,0,16144.3603515625,17672.26953125,22248.650390625
6140,"CPS1",0,35,10,0,0,1,1,1225,42875,100,0,0,20039.380859375,20653.16015625,5912.3837890625
6141,"CPS1",0,51,12,0,0,0,0,2601,132651,144,0,0,19208.650390625,19414.259765625,22492.48046875
6142,"CPS1",0,53,8,0,0,1,1,2809,148877,64,0,0,24396.7890625,20391.76953125,25564.669921875
6143,"CPS1",0,34,12,0,0,1,0,1156,39304,144,0,0,18542.5,18497.609375,23272.720703125
6144,"CPS1",0,45,7,0,1,1,1,2025,91125,49,0,0,22559,25094.94921875,17460.8203125
6145,"CPS1",0,51,8,0,0,1,1,2601,132651,64,0,0,23906.970703125,22375.44921875,24183
6146,"CPS1",0,19,12,0,0,0,0,361,6859,144,0,0,4874.65576171875,4613.6611328125,3809.5791015625
6147,"CPS1",0,30,12,0,0,1,0,900,27000,144,0,0,25862.3203125,25243.55078125,25564.669921875
6148,"CPS1",0,34,10,0,0,1,1,1156,39304,100,0,0,5325.287109375,3211.83911132812,2102.80493164062
6149,"CPS1",0,21,12,0,0,1,0,441,9261,144,0,0,5407.576171875,119.951599121094,0
6150,"CPS1",0,32,12,0,0,1,0,1024,32768,144,0,0,8983.23828125,7537.2578125,6915.759765625
6151,"CPS1",0,26,16,0,0,1,0,676,17576,256,0,0,4353.4912109375,21827.609375,25564.669921875
6152,"CPS1",0,19,12,0,0,0,0,361,6859,144,1,0,0,5088.09716796875,17171.1796875
6153,"CPS1",0,33,12,1,0,1,0,1089,35937,144,0,0,23836.439453125,25243.55078125,21087.16015625
6154,"CPS1",0,29,12,0,0,1,0,841,24389,144,1,1,0,0,0
6155,"CPS1",0,24,14,1,0,0,0,576,13824,196,0,0,6763.38916015625,6563.3232421875,4122.85693359375
6156,"CPS1",0,44,0,1,0,0,1,1936,85184,0,0,0,3816.65209960938,7827.2900390625,12440.98046875
6157,"CPS1",0,54,12,1,0,0,0,2916,157464,144,1,1,0,0,0
